@RELATION hand

@ATTRIBUTE f111 NUMERIC
@ATTRIBUTE f112 NUMERIC
@ATTRIBUTE f113 NUMERIC
@ATTRIBUTE f121 NUMERIC
@ATTRIBUTE f122 NUMERIC
@ATTRIBUTE f123 NUMERIC
@ATTRIBUTE f131 NUMERIC
@ATTRIBUTE f132 NUMERIC
@ATTRIBUTE f133 NUMERIC
@ATTRIBUTE f141 NUMERIC
@ATTRIBUTE f142 NUMERIC
@ATTRIBUTE f143 NUMERIC
@ATTRIBUTE f211 NUMERIC
@ATTRIBUTE f212 NUMERIC
@ATTRIBUTE f213 NUMERIC
@ATTRIBUTE f221 NUMERIC
@ATTRIBUTE f222 NUMERIC
@ATTRIBUTE f223 NUMERIC
@ATTRIBUTE f231 NUMERIC
@ATTRIBUTE f232 NUMERIC
@ATTRIBUTE f233 NUMERIC
@ATTRIBUTE f241 NUMERIC
@ATTRIBUTE f242 NUMERIC
@ATTRIBUTE f243 NUMERIC
@ATTRIBUTE f311 NUMERIC
@ATTRIBUTE f312 NUMERIC
@ATTRIBUTE f313 NUMERIC
@ATTRIBUTE f321 NUMERIC
@ATTRIBUTE f322 NUMERIC
@ATTRIBUTE f323 NUMERIC
@ATTRIBUTE f331 NUMERIC
@ATTRIBUTE f332 NUMERIC
@ATTRIBUTE f333 NUMERIC
@ATTRIBUTE f341 NUMERIC
@ATTRIBUTE f342 NUMERIC
@ATTRIBUTE f343 NUMERIC
@ATTRIBUTE f411 NUMERIC
@ATTRIBUTE f412 NUMERIC
@ATTRIBUTE f413 NUMERIC
@ATTRIBUTE f421 NUMERIC
@ATTRIBUTE f422 NUMERIC
@ATTRIBUTE f423 NUMERIC
@ATTRIBUTE f431 NUMERIC
@ATTRIBUTE f432 NUMERIC
@ATTRIBUTE f433 NUMERIC
@ATTRIBUTE f441 NUMERIC
@ATTRIBUTE f442 NUMERIC
@ATTRIBUTE f443 NUMERIC
@ATTRIBUTE f511 NUMERIC
@ATTRIBUTE f512 NUMERIC
@ATTRIBUTE f513 NUMERIC
@ATTRIBUTE f521 NUMERIC
@ATTRIBUTE f522 NUMERIC
@ATTRIBUTE f523 NUMERIC
@ATTRIBUTE f531 NUMERIC
@ATTRIBUTE f532 NUMERIC
@ATTRIBUTE f533 NUMERIC
@ATTRIBUTE f541 NUMERIC
@ATTRIBUTE f542 NUMERIC
@ATTRIBUTE f543 NUMERIC
@ATTRIBUTE class {open, closed, claw}

@DATA
21.494, 161.387, 97.2304,6.62952, 166.632, 78.5448,-18.6813, 175.7, 47.4062,-26.1831, 175.656, 24.5731,19.2843, 195.911, 64.407,3.29333, 227.922, 22.4146,-2.701, 237.627, 0.0312357,-9.56725, 224.171, -4.70103,33.8413, 193.019, 56.6143,25.9484, 224.447, 11.7447,21.1804, 235.375, -13.6716,10.966, 221.691, -18.2754,48.2696, 186.059, 51.2509,47.0714, 212.444, 8.30146,43.8323, 221.735, -15.9697,32.9405, 208.993, -19.8898,59.5464, 174.058, 46.5466,64.6125, 194.252, 7.74567,65.2252, 201.347, -11.1844,55.0556, 192.531, -13.1175,claw
21.7744, 161.39, 97.2605,6.90625, 166.629, 78.576,-18.3969, 175.675, 47.4244,-25.878, 175.61, 24.5817,19.5717, 195.902, 64.4231,3.59486, 227.9, 22.4197,-2.39054, 237.601, 0.0406728,-9.24705, 224.142, -4.67994,34.1331, 193.01, 56.6383,26.2548, 224.424, 11.7584,21.4955, 235.343, -13.6565,11.2899, 221.655, -18.2518,48.5655, 186.051, 51.2843,47.381, 212.42, 8.3243,44.1506, 221.701, -15.9518,33.2637, 208.955, -19.8717,59.8474, 174.051, 46.5897,64.9622, 194.199, 7.77576,65.6321, 201.247, -11.1732,55.4624, 192.432, -13.1175,claw
22.0154, 161.43, 97.3043,7.14139, 166.661, 78.6223,-18.1535, 175.679, 47.4551,-25.6121, 175.586, 24.6001,19.8268, 195.917, 64.4399,3.87292, 227.89, 22.4123,-2.09851, 237.576, 0.0354495,-8.94403, 224.112, -4.66243,34.3927, 193.021, 56.6652,26.5369, 224.404, 11.7617,21.7909, 235.307, -13.6584,11.5917, 221.615, -18.2442,48.8289, 186.06, 51.3243,47.664, 212.396, 8.34301,44.4451, 221.658, -15.9431,33.5612, 208.907, -19.861,60.1148, 174.058, 46.645,65.2926, 194.135, 7.80718,66.0336, 201.113, -11.1672,55.8632, 192.299, -13.1174,claw
22.7748, 161.754, 97.4804,7.86446, 166.912, 78.8069,-17.4251, 175.752, 47.5825,-24.7967, 175.502, 24.6947,20.5802, 196.097, 64.4661,4.64313, 227.878, 22.2926,-1.30708, 237.461, -0.112905,-8.11294, 223.967, -4.73474,35.1621, 193.191, 56.7252,27.3198, 224.386, 11.6926,22.583, 235.179, -13.7525,12.4242, 221.45, -18.2621,49.617, 186.231, 51.4351,48.471, 212.376, 8.33473,45.2725, 221.529, -16.0052,34.4091, 208.745, -19.8981,60.9286, 174.227, 46.8234,66.2588, 194.032, 7.88323,67.1953, 200.783, -11.1729,57.0331, 191.957, -13.1299,claw
23.1996, 162.184, 97.6697,8.2944, 167.254, 78.968,-16.9504, 175.915, 47.6565,-24.248, 175.535, 24.735,21.0188, 196.392, 64.5141,5.12293, 227.985, 22.1886,-0.79265, 237.472, -0.254971,-7.55925, 223.948, -4.82202,35.6223, 193.48, 56.8163,27.827, 224.49, 11.653,23.1262, 235.181, -13.831,13.0058, 221.418, -18.2954,50.1004, 186.522, 51.5853,48.9982, 212.485, 8.36836,45.8317, 221.522, -16.0223,34.9965, 208.7, -19.8855,61.4421, 174.519, 47.046,66.9022, 194.1, 8.01834,67.9813, 200.673, -11.1004,57.8307, 191.829, -13.066,claw
23.2041, 162.188, 97.6714,8.29876, 167.257, 78.9695,-16.9457, 175.916, 47.6573,-24.2426, 175.535, 24.7354,21.0233, 196.394, 64.5145,5.12774, 227.986, 22.1875,-0.787548, 237.472, -0.2563,-7.55376, 223.947, -4.82276,35.627, 193.482, 56.817,27.832, 224.491, 11.6525,23.1315, 235.18, -13.8319,13.0115, 221.417, -18.2959,50.1053, 186.525, 51.5865,49.0034, 212.486, 8.36852,45.8372, 221.522, -16.0226,35.0022, 208.7, -19.8855,61.4473, 174.522, 47.0479,66.9087, 194.1, 8.01944,67.9894, 200.672, -11.0999,57.8389, 191.827, -13.0653,claw
24.3103, 161.927, 98.189,9.49984, 167.016, 79.4174,-15.4934, 175.634, 47.8917,-22.5205, 175.225, 24.8468,22.3448, 196.195, 65.0835,6.77247, 227.831, 22.6745,1.05477, 237.346, 0.210907,-5.60447, 223.807, -4.42701,37.0373, 193.353, 57.5303,29.604, 224.436, 12.3626,25.1383, 235.168, -13.1369,15.12, 221.38, -17.7256,51.5937, 186.46, 52.4342,50.8398, 212.505, 9.25706,47.8898, 221.572, -15.1474,37.1432, 208.716, -19.1409,63.0255, 174.507, 47.987,68.9333, 194.063, 9.02341,70.3412, 200.498, -10.1072,60.2461, 191.624, -12.1623,claw
24.5479, 161.872, 98.2949,9.74946, 166.969, 79.516,-15.1964, 175.579, 47.9504,-22.165, 175.162, 24.8768,22.624, 196.154, 65.201,7.11553, 227.798, 22.776,1.43732, 237.32, 0.308828,-5.19839, 223.776, -4.34404,37.335, 193.328, 57.6779,29.9781, 224.426, 12.5115,25.565, 235.166, -12.9892,15.5709, 221.373, -17.6009,51.9081, 186.449, 52.6097,51.2237, 212.512, 9.44195,48.3175, 221.586, -14.9649,37.5906, 208.722, -18.9856,63.3595, 174.508, 48.1814,69.3636, 194.055, 9.23062,70.8458, 200.452, -9.90295,60.7633, 191.572, -11.9738,claw
25.1616, 161.729, 98.325,10.2941, 166.863, 79.6109,-14.6878, 175.472, 48.0733,-21.621, 175.054, 24.9499,23.1893, 196.058, 65.2816,7.65505, 227.728, 22.8883,1.98317, 237.271, 0.436241,-4.60234, 223.716, -4.23726,37.9198, 193.285, 57.7765,30.5508, 224.434, 12.65,26.1562, 235.199, -12.8386,16.2115, 221.385, -17.4831,64.0128, 174.556, 48.2904,70.0502, 194.143, 9.36673,71.5827, 200.519, -9.76541,61.5292, 191.612, -11.8517,52.5204, 186.456, 52.7198,51.8258, 212.582, 9.58808,48.9287, 221.676, -14.8081,38.2471, 208.785, -18.8552,claw
25.7065, 161.825, 98.4991,10.7802, 166.939, 79.8264,-14.224, 175.455, 48.2821,-21.1119, 174.98, 25.1072,23.6869, 196.12, 65.4242,8.13771, 227.709, 22.9787,2.48326, 237.219, 0.516688,-4.03909, 223.638, -4.15119,38.4441, 193.395, 57.9548,31.0771, 224.483, 12.791,26.714, 235.211, -12.7105,16.834, 221.358, -17.3572,64.6253, 174.751, 48.5427,70.713, 194.301, 9.61323,72.3085, 200.627, -9.52708,62.2924, 191.686, -11.6249,53.0805, 186.614, 52.9366,52.3914, 212.697, 9.77712,49.5178, 221.749, -14.6337,38.8937, 208.813, -18.6838,claw
26.4154, 161.914, 98.7228,11.4252, 166.992, 80.0916,-13.5991, 175.382, 48.5312,-20.4395, 174.851, 25.2869,24.333, 196.178, 65.6196,8.77201, 227.668, 23.1101,3.14941, 237.144, 0.63373,-3.28104, 223.528, -4.04135,39.1309, 193.525, 58.2045,31.7789, 224.55, 13.002,27.4698, 235.232, -12.5099,17.6897, 221.324, -17.1599,65.4432, 175.014, 48.8971,71.5947, 194.544, 9.97135,73.2612, 200.826, -9.17225,63.3014, 191.831, -11.2882,53.8205, 186.819, 53.2426,53.1642, 212.868, 10.066,50.3508, 221.881, -14.3596,39.8136, 208.888, -18.4322,claw
26.7591, 161.931, 98.8471,11.7212, 166.999, 80.2515,-13.3097, 175.315, 48.6789,-20.1098, 174.739, 25.3799,24.6715, 196.163, 65.711,9.14123, 227.586, 23.144,3.55494, 237.035, 0.655806,-2.82161, 223.4, -4.01728,39.4966, 193.546, 58.3378,32.1861, 224.513, 13.0905,27.9235, 235.16, -12.4426,18.195, 221.222, -17.1074,54.2179, 186.876, 53.4208,53.611, 212.884, 10.219,50.8449, 221.862, -14.2223,40.3562, 208.835, -18.3071,65.8846, 175.1, 49.1161,72.1058, 194.597, 10.1868,73.8298, 200.838, -8.9599,63.9019, 191.815, -11.084,claw
27.6983, 162.17, 99.0101,12.6118, 167.133, 80.4254,-12.3903, 175.193, 48.768,-19.0745, 174.506, 25.3708,25.5204, 196.321, 65.7958,9.99599, 227.537, 23.0833,4.47962, 236.906, 0.55988,-1.73378, 223.209, -4.11369,40.4177, 193.825, 58.5266,33.1354, 224.641, 13.1747,28.9559, 235.202, -12.4055,19.388, 221.168, -17.1074,67.034, 175.604, 49.5163,73.346, 195.051, 10.57,75.1504, 201.219, -8.58923,65.3179, 192.097, -10.7383,55.2318, 187.281, 53.7207,54.6844, 213.2, 10.4653,52.0095, 222.098, -14.01,41.6706, 208.967, -18.1316,claw
28.1766, 162.632, 99.2243,13.021, 167.489, 80.668,-12.0494, 175.337, 49.0134,-18.7544, 174.532, 25.588,25.8857, 196.612, 65.8431,10.2737, 227.556, 22.9667,4.74225, 236.796, 0.397631,-1.40171, 223.049, -4.21265,40.803, 194.149, 58.604,33.4416, 224.713, 13.0964,29.2507, 235.13, -12.5377,19.7535, 221.031, -17.1797,55.6523, 187.648, 53.8475,55.0421, 213.355, 10.4671,52.3577, 222.122, -14.053,42.084, 208.925, -18.1208,67.5121, 176.005, 49.7138,73.7909, 195.275, 10.6716,75.5989, 201.331, -8.5209,65.8093, 192.153, -10.6273,claw
29.3244, 163.565, 99.5644,13.9963, 168.152, 81.0813,-11.2703, 175.481, 49.4635,-18.0448, 174.425, 25.9883,26.6603, 197.182, 65.8453,10.7411, 227.498, 22.6378,5.14076, 236.449, -0.0239477,-0.801773, 222.577, -4.50726,41.6282, 194.85, 58.6675,33.9794, 224.865, 12.8451,29.7235, 234.969, -12.8978,20.4333, 220.698, -17.4171,68.6033, 176.983, 50.0215,74.7361, 195.911, 10.7822,76.5294, 201.74, -8.48018,66.8671, 192.405, -10.4986,56.5764, 188.505, 54.0116,55.7318, 213.772, 10.3764,52.9936, 222.253, -14.2349,42.9114, 208.878, -18.1909,claw
29.9284, 163.935, 99.7706,14.4966, 168.446, 81.3552,-10.8648, 175.594, 49.7766,-17.6728, 174.461, 26.2494,27.1514, 197.403, 65.9123,11.1763, 227.452, 22.5435,5.59232, 236.285, -0.156463,-0.231424, 222.357, -4.59305,42.161, 195.148, 58.7972,34.485, 224.933, 12.8358,30.2725, 234.906, -12.958,21.1027, 220.555, -17.4492,57.1698, 188.89, 54.2194,56.3101, 213.978, 10.4806,53.6062, 222.334, -14.1728,43.6344, 208.871, -18.1029,69.2912, 177.438, 50.3171,75.4399, 196.214, 10.9968,77.2691, 201.915, -8.29838,67.6755, 192.498, -10.288,claw
30.432, 164.523, 99.9718,14.9116, 168.919, 81.6029,-10.5247, 175.818, 50.0348,-17.365, 174.538, 26.463,27.5813, 197.757, 65.8895,11.5675, 227.458, 22.2981,5.98995, 236.123, -0.456892,0.247462, 222.14, -4.80172,42.6186, 195.526, 58.8253,34.926, 224.974, 12.6538,30.743, 234.757, -13.2137,21.6537, 220.335, -17.6298,57.6675, 189.309, 54.3246,56.8052, 214.105, 10.4216,54.131, 222.279, -14.2877,44.2362, 208.744, -18.1403,69.8517, 177.888, 50.5262,76.0206, 196.384, 11.0652,77.8832, 201.886, -8.27967,68.3345, 192.404, -10.195,claw
31.3784, 165.214, 100.186,15.7385, 169.441, 81.8793,-9.80738, 175.996, 50.3337,-16.672, 174.537, 26.7136,28.3385, 198.183, 65.865,12.195, 227.466, 22.049,6.60411, 235.947, -0.748347,1.00823, 221.891, -4.98757,43.4161, 196.036, 58.861,35.6341, 225.098, 12.4713,31.479, 234.653, -13.4618,22.5433, 220.123, -17.7744,70.8279, 178.581, 50.7652,76.9729, 196.79, 11.1554,78.8692, 202.074, -8.24318,69.4043, 192.489, -10.0824,58.5325, 189.921, 54.4481,57.5705, 214.369, 10.3342,54.8813, 222.281, -14.4497,45.1217, 208.615, -18.1902,claw
32.2167, 165.558, 100.268,16.4726, 169.679, 82.0265,-9.18177, 176.009, 50.5288,-16.0797, 174.407, 26.891,29.0511, 198.317, 65.7573,12.8033, 227.287, 21.7762,7.18421, 235.623, -1.05596,1.66246, 221.52, -5.20493,44.144, 196.2, 58.7772,36.2693, 224.956, 12.2133,32.0978, 234.336, -13.779,23.2346, 219.739, -18.0109,71.6429, 178.827, 50.802,77.7466, 196.797, 11.0695,79.6479, 201.918, -8.37037,70.2252, 192.274, -10.139,59.2921, 190.13, 54.4108,58.2224, 214.273, 10.1036,55.4805, 221.945, -14.7476,45.7883, 208.187, -18.3653,claw
7.40281, 175.551, 72.3456,-9.30957, 184.336, 56.8172,-36.0231, 197.852, 28.7821,-43.1766, 198.929, 5.79142,5.08611, 212.745, 42.5893,-11.4813, 249.071, 4.66372,-18.096, 261.03, -16.2764,-26.0095, 248.461, -21.4601,18.8764, 209.705, 33.5567,10.0359, 245.104, -8.01011,4.38971, 258.197, -32.0259,-6.82193, 245.479, -36.7204,32.4544, 202.423, 26.6287,30.1882, 232.106, -14.0515,26.1996, 243.226, -37.3839,14.3464, 231.444, -41.4243,42.6307, 190.246, 20.1879,46.6667, 213.062, -17.1443,46.9464, 221.41, -35.5454,36.1626, 213.438, -37.513,claw
7.51954, 175.49, 72.3563,-9.17649, 184.29, 56.819,-35.8759, 197.841, 28.7842,-43.0326, 198.934, 5.80365,5.23337, 212.684, 42.5987,-11.2934, 249.024, 4.67468,-17.8854, 260.992, -16.2653,-25.8079, 248.432, -21.4492,19.0213, 209.633, 33.5665,10.2107, 245.036, -8.00328,4.5765, 258.13, -32.0205,-6.6446, 245.42, -36.7129,32.5937, 202.34, 26.6389,30.3551, 232.02, -14.0446,26.3794, 243.136, -37.378,14.5191, 231.361, -41.412,42.7602, 190.155, 20.1987,46.8102, 212.974, -17.1302,47.0904, 221.332, -35.5275,36.2999, 213.369, -37.498,claw
7.65109, 175.363, 72.3758,-9.02415, 184.187, 56.8298,-35.7043, 197.791, 28.7988,-42.8555, 198.916, 5.83244,5.40065, 212.58, 42.6445,-11.0698, 248.965, 4.74898,-17.6247, 260.958, -16.1811,-25.5525, 248.412, -21.3732,19.1884, 209.525, 33.6133,10.4162, 244.964, -7.93412,4.79965, 258.078, -31.9448,-6.43028, 245.38, -36.6494,32.7567, 202.227, 26.6837,30.5539, 231.934, -13.9819,26.5958, 243.06, -37.3082,14.7308, 231.295, -41.3441,42.9152, 190.038, 20.237,46.9896, 212.882, -17.0742,47.2787, 221.257, -35.4658,36.4813, 213.304, -37.4477,claw
7.74936, 175.309, 72.4316,-8.90778, 184.125, 56.8617,-35.5683, 197.726, 28.8074,-42.7048, 198.848, 5.84759,5.51646, 212.516, 42.6857,-10.9259, 248.885, 4.76416,-17.4609, 260.867, -16.1769,-25.3831, 248.318, -21.3684,19.3107, 209.458, 33.6651,10.5671, 244.881, -7.90157,4.96992, 257.985, -31.9227,-6.25592, 245.285, -36.6319,32.8844, 202.159, 26.7475,30.709, 231.847, -13.9347,26.7679, 242.954, -37.2693,14.9091, 231.183, -41.3011,43.0485, 189.969, 20.3122,47.147, 212.8, -17.0044,47.4489, 221.168, -35.3997,36.6528, 213.214, -37.3885,claw
7.78993, 175.293, 72.4628,-8.85765, 184.104, 56.8789,-35.5076, 197.698, 28.8101,-42.6357, 198.819, 5.85285,5.56319, 212.495, 42.7091,-10.8679, 248.853, 4.77256,-17.394, 260.828, -16.1752,-25.3121, 248.277, -21.3672,19.3614, 209.438, 33.6945,10.6316, 244.85, -7.88234,5.0452, 257.949, -31.9087,-6.17636, 245.246, -36.6195,32.9389, 202.139, 26.7836,30.7758, 231.814, -13.9105,26.8433, 242.905, -37.2519,14.9892, 231.129, -41.2799,43.1074, 189.949, 20.3545,47.2186, 212.772, -16.9658,47.529, 221.135, -35.3649,36.7337, 213.18, -37.3595,claw
7.82877, 175.283, 72.4967,-8.80701, 184.084, 56.8949,-35.4455, 197.671, 28.8092,-42.563, 198.788, 5.85762,5.60628, 212.478, 42.735,-10.8154, 248.825, 4.78376,-17.3333, 260.794, -16.1705,-25.2467, 248.239, -21.3629,19.4086, 209.422, 33.7264,10.6903, 244.824, -7.8609,5.11378, 257.916, -31.8927,-6.10314, 245.211, -36.6056,32.9903, 202.125, 26.8221,30.8383, 231.785, -13.8854,26.9143, 242.857, -37.2342,15.0664, 231.074, -41.2557,43.1636, 189.936, 20.3994,47.2893, 212.745, -16.9274,47.6129, 221.097, -35.3346,36.8176, 213.141, -37.3377,claw
7.86212, 175.285, 72.5876,-8.75048, 184.068, 56.9507,-35.3618, 197.635, 28.8263,-42.4571, 198.739, 5.87999,5.65913, 212.46, 42.7985,-10.7305, 248.776, 4.80626,-17.2253, 260.728, -16.1643,-25.1312, 248.168, -21.3551,19.4702, 209.4, 33.8044,10.7882, 244.771, -7.81522,5.23799, 257.842, -31.8617,-5.97036, 245.131, -36.5737,33.0596, 202.101, 26.9174,30.9403, 231.718, -13.8284,27.0391, 242.746, -37.1999,15.1989, 230.95, -41.2127,43.2411, 189.91, 20.5122,47.4068, 212.678, -16.8348,47.7636, 221, -35.2621,36.9664, 213.042, -37.2823,claw
7.90017, 175.309, 72.699,-8.6876, 184.069, 57.023,-35.2697, 197.609, 28.8541,-42.3299, 198.687, 5.91895,5.72168, 212.453, 42.8692,-10.6306, 248.726, 4.82161,-17.1003, 260.654, -16.17,-24.9989, 248.089, -21.3565,19.5424, 209.386, 33.8924,10.9012, 244.711, -7.7734,5.37852, 257.754, -31.8405,-5.82244, 245.037, -36.5504,33.1399, 202.082, 27.0267,31.0604, 231.647, -13.7601,27.1854, 242.634, -37.1521,15.3536, 230.828, -41.1552,43.3298, 189.885, 20.6445,47.5406, 212.6, -16.7303,47.9326, 220.883, -35.1802,37.134, 212.923, -37.2144,claw
7.93181, 175.354, 72.7926,-8.63629, 184.086, 57.0801,-35.1924, 197.585, 28.8651,-42.2077, 198.625, 5.94038,5.76848, 212.462, 42.9176,-10.5556, 248.683, 4.80979,-17.0033, 260.584, -16.2042,-24.8905, 248.009, -21.3848,19.6002, 209.391, 33.9591,10.9906, 244.664, -7.75689,5.4917, 257.675, -31.8459,-5.69802, 244.948, -36.553,33.2083, 202.085, 27.1165,31.1627, 231.601, -13.7074,27.3125, 242.556, -37.1177,15.4907, 230.741, -41.1199,43.4106, 189.886, 20.7593,47.6684, 212.538, -16.646,48.103, 220.776, -35.1215,37.3057, 212.812, -37.1703,claw
8.00448, 175.395, 72.8793,-8.54761, 184.093, 57.1317,-35.0843, 197.546, 28.8735,-42.0484, 198.542, 5.9649,5.84263, 212.471, 42.9651,-10.467, 248.641, 4.80396,-16.8975, 260.514, -16.2297,-24.7693, 247.928, -21.4044,19.6855, 209.402, 34.0234,11.0964, 244.625, -7.73611,5.61831, 257.604, -31.8424,-5.55385, 244.862, -36.542,33.306, 202.099, 27.2016,31.283, 231.57, -13.655,27.4543, 242.496, -37.0831,15.6451, 230.669, -41.0872,43.5239, 189.902, 20.8667,47.8248, 212.491, -16.5692,48.3066, 220.675, -35.0736,37.5124, 212.704, -37.1378,claw
8.10451, 175.47, 72.9835,-8.43073, 184.124, 57.1941,-34.9446, 197.509, 28.8802,-41.8431, 198.442, 5.98955,5.94252, 212.499, 43.0114,-10.3522, 248.596, 4.77656,-16.7634, 260.429, -16.2834,-24.6164, 247.828, -21.4462,19.7985, 209.429, 34.0902,11.2282, 244.58, -7.73318,5.76983, 257.513, -31.8648,-5.38224, 244.752, -36.552,33.4336, 202.129, 27.2949,31.4346, 231.535, -13.6093,27.6289, 242.42, -37.061,15.8351, 230.576, -41.0629,43.6701, 189.932, 20.99,48.0222, 212.432, -16.4913,48.5613, 220.541, -35.034,37.7712, 212.56, -37.112,claw
8.1932, 175.522, 73.0603,-8.3335, 184.148, 57.2464,-34.8324, 197.486, 28.896,-41.6907, 198.377, 6.01184,6.03458, 212.517, 43.0448,-10.238, 248.563, 4.7585,-16.6252, 260.37, -16.3185,-24.4636, 247.76, -21.4701,19.9, 209.445, 34.1387,11.349, 244.543, -7.73191,5.90881, 257.439, -31.8813,-5.22782, 244.664, -36.5555,33.5452, 202.146, 27.3632,31.5669, 231.502, -13.5765,27.7798, 242.356, -37.0461,15.9963, 230.501, -41.0462,43.7942, 189.947, 21.0807,48.193, 212.373, -16.436,48.7845, 220.418, -35.0103,37.9968, 212.431, -37.0988,claw
8.31048, 175.537, 73.1465,-8.20405, 184.138, 57.3063,-34.6803, 197.434, 28.9148,-41.4888, 198.29, 6.03488,6.16162, 212.512, 43.1066,-10.0773, 248.53, 4.78667,-16.4322, 260.322, -16.2989,-24.2515, 247.705, -21.4436,20.039, 209.445, 34.218,11.5186, 244.51, -7.68355,6.10528, 257.385, -31.8481,-5.01644, 244.601, -36.5258,33.6965, 202.15, 27.4622,31.7363, 231.465, -13.5177,27.9576, 242.269, -37.0071,16.1893, 230.392, -40.9915,43.9605, 189.954, 21.1984,48.4195, 212.32, -16.3434,49.0741, 220.301, -34.9476,38.29, 212.309, -37.0519,claw
8.42052, 175.552, 73.227,-8.08871, 184.13, 57.3687,-34.5491, 197.383, 28.9435,-41.309, 198.198, 6.06718,6.27724, 212.509, 43.1646,-9.93185, 248.501, 4.8166,-16.2558, 260.278, -16.275,-24.0576, 247.654, -21.4074,20.1636, 209.444, 34.2892,11.6626, 244.479, -7.6408,6.26636, 257.333, -31.8177,-4.84277, 244.539, -36.493,33.8305, 202.153, 27.5488,31.8747, 231.421, -13.4784,28.0924, 242.162, -36.9894,16.3379, 230.26, -40.9445,44.1061, 189.959, 21.3004,48.6134, 212.27, -16.265,49.3201, 220.191, -34.8946,38.5396, 212.194, -37.0068,claw
8.50064, 175.566, 73.3029,-8.00019, 184.128, 57.4275,-34.4441, 197.354, 28.9744,-41.167, 198.143, 6.10207,6.36919, 212.511, 43.2248,-9.80673, 248.486, 4.85545,-16.1008, 260.253, -16.2403,-23.8889, 247.625, -21.3628,20.2632, 209.446, 34.3611,11.7856, 244.461, -7.59075,6.40619, 257.298, -31.7769,-4.69327, 244.497, -36.45,33.9374, 202.156, 27.6338,31.992, 231.385, -13.4353,28.2101, 242.069, -36.9673,16.4658, 230.146, -40.8966,44.2213, 189.963, 21.3978,48.775, 212.226, -16.1895,49.5282, 220.09, -34.8425,38.7497, 212.089, -36.959,claw
8.58577, 175.569, 73.3692,-7.90553, 184.118, 57.4766,-34.3313, 197.321, 28.9959,-41.0202, 198.088, 6.12565,6.46646, 212.507, 43.2818,-9.67929, 248.47, 4.8928,-15.9467, 260.222, -16.2085,-23.7219, 247.589, -21.3191,20.367, 209.444, 34.428,11.9118, 244.446, -7.53857,6.54768, 257.271, -31.73,-4.54283, 244.464, -36.3999,34.0471, 202.155, 27.7113,32.1115, 231.354, -13.3921,28.3299, 241.99, -36.9425,16.5931, 230.049, -40.8527,44.3378, 189.963, 21.4848,48.939, 212.18, -16.1219,49.7419, 219.987, -34.799,38.9639, 211.983, -36.9221,claw
8.66281, 175.583, 73.4295,-7.81837, 184.119, 57.5197,-34.2275, 197.302, 29.014,-40.8894, 198.051, 6.14648,6.55437, 212.512, 43.3305,-9.56875, 248.457, 4.91689,-15.8168, 260.19, -16.1938,-23.5821, 247.549, -21.2921,20.4602, 209.448, 34.4852,12.0252, 244.437, -7.4959,6.67492, 257.25, -31.6919,-4.40802, 244.438, -36.3574,34.1451, 202.16, 27.7781,32.2279, 231.332, -13.3503,28.4606, 241.938, -36.9196,16.7266, 229.989, -40.8286,44.441, 189.968, 21.5606,49.0879, 212.137, -16.0654,49.9411, 219.888, -34.7668,39.1621, 211.884, -36.8991,claw
8.75009, 175.63, 73.486,-7.72661, 184.143, 57.5593,-34.13, 197.29, 29.0308,-40.7786, 198.016, 6.16517,6.63502, 212.535, 43.3577,-9.48517, 248.438, 4.90359,-15.7226, 260.138, -16.2225,-23.4757, 247.485, -21.3021,20.5453, 209.471, 34.5195,12.1113, 244.422, -7.49218,6.76596, 257.207, -31.6974,-4.30538, 244.385, -36.347,34.2359, 202.184, 27.8227,32.3213, 231.314, -13.3375,28.5601, 241.883, -36.9211,16.8351, 229.921, -40.8149,44.5395, 189.991, 21.6182,49.2138, 212.1, -16.037,50.1058, 219.794, -34.7639,39.3282, 211.785, -36.8992,claw
8.82606, 175.668, 73.5361,-7.64731, 184.164, 57.5969,-34.0463, 197.283, 29.0511,-40.6867, 197.991, 6.18573,6.70709, 212.553, 43.3833,-9.40755, 248.42, 4.8955,-15.6338, 260.093, -16.243,-23.3764, 247.43, -21.3053,20.621, 209.487, 34.5512,12.1904, 244.408, -7.4853,6.85104, 257.173, -31.6987,-4.21191, 244.342, -36.338,34.3161, 202.201, 27.8632,32.408, 231.3, -13.3193,28.6563, 241.845, -36.9141,16.9371, 229.876, -40.8024,44.6258, 190.008, 21.6696,49.3336, 212.054, -16.0146,50.2715, 219.682, -34.769,39.4944, 211.669, -36.9066,claw
8.89042, 175.732, 73.6304,-7.57609, 184.203, 57.671,-33.9636, 197.281, 29.0952,-40.5899, 197.959, 6.22775,6.77583, 212.582, 43.4347,-9.32383, 248.396, 4.89193,-15.5345, 260.031, -16.2659,-23.2657, 247.355, -21.3065,20.6955, 209.511, 34.6136,12.2846, 244.382, -7.46476,6.96301, 257.112, -31.6908,-4.08755, 244.271, -36.3106,34.3966, 202.221, 27.9413,32.5053, 231.269, -13.2775,28.7689, 241.783, -36.8902,17.0551, 229.807, -40.7735,44.7135, 190.024, 21.7671,49.4673, 211.988, -15.9558,50.4571, 219.535, -34.738,39.6839, 211.516, -36.8658,claw
