@RELATION hand

@ATTRIBUTE f111 NUMERIC
@ATTRIBUTE f112 NUMERIC
@ATTRIBUTE f113 NUMERIC
@ATTRIBUTE f121 NUMERIC
@ATTRIBUTE f122 NUMERIC
@ATTRIBUTE f123 NUMERIC
@ATTRIBUTE f131 NUMERIC
@ATTRIBUTE f132 NUMERIC
@ATTRIBUTE f133 NUMERIC
@ATTRIBUTE f141 NUMERIC
@ATTRIBUTE f142 NUMERIC
@ATTRIBUTE f143 NUMERIC
@ATTRIBUTE f211 NUMERIC
@ATTRIBUTE f212 NUMERIC
@ATTRIBUTE f213 NUMERIC
@ATTRIBUTE f221 NUMERIC
@ATTRIBUTE f222 NUMERIC
@ATTRIBUTE f223 NUMERIC
@ATTRIBUTE f231 NUMERIC
@ATTRIBUTE f232 NUMERIC
@ATTRIBUTE f233 NUMERIC
@ATTRIBUTE f241 NUMERIC
@ATTRIBUTE f242 NUMERIC
@ATTRIBUTE f243 NUMERIC
@ATTRIBUTE f311 NUMERIC
@ATTRIBUTE f312 NUMERIC
@ATTRIBUTE f313 NUMERIC
@ATTRIBUTE f321 NUMERIC
@ATTRIBUTE f322 NUMERIC
@ATTRIBUTE f323 NUMERIC
@ATTRIBUTE f331 NUMERIC
@ATTRIBUTE f332 NUMERIC
@ATTRIBUTE f333 NUMERIC
@ATTRIBUTE f341 NUMERIC
@ATTRIBUTE f342 NUMERIC
@ATTRIBUTE f343 NUMERIC
@ATTRIBUTE f411 NUMERIC
@ATTRIBUTE f412 NUMERIC
@ATTRIBUTE f413 NUMERIC
@ATTRIBUTE f421 NUMERIC
@ATTRIBUTE f422 NUMERIC
@ATTRIBUTE f423 NUMERIC
@ATTRIBUTE f431 NUMERIC
@ATTRIBUTE f432 NUMERIC
@ATTRIBUTE f433 NUMERIC
@ATTRIBUTE f441 NUMERIC
@ATTRIBUTE f442 NUMERIC
@ATTRIBUTE f443 NUMERIC
@ATTRIBUTE f511 NUMERIC
@ATTRIBUTE f512 NUMERIC
@ATTRIBUTE f513 NUMERIC
@ATTRIBUTE f521 NUMERIC
@ATTRIBUTE f522 NUMERIC
@ATTRIBUTE f523 NUMERIC
@ATTRIBUTE f531 NUMERIC
@ATTRIBUTE f532 NUMERIC
@ATTRIBUTE f533 NUMERIC
@ATTRIBUTE f541 NUMERIC
@ATTRIBUTE f542 NUMERIC
@ATTRIBUTE f543 NUMERIC
@ATTRIBUTE class {open, closed, claw}

@DATA
35.411, 167.777, 74.2324,23.1976, 178.923, 58.7461,5.41033, 195.899, 30.0543,2.02041, 201.33, 6.46205,38.3116, 203.534, 48.4233,18.6709, 211.349, 9.51118,9.90957, 190.019, -0.532616,13.4475, 174.669, 7.9225,52.8193, 201.577, 43.2252,34.9612, 206.931, 2.86581,20.6399, 183.988, -5.81839,19.8654, 167.749, 6.58127,66.8499, 195.59, 39.7064,53.6529, 196.007, 5.51073,35.6147, 171.636, -2.83229,26.2458, 153.344, 0.905025,77.9152, 184.948, 35.683,69.4845, 188.428, 5.02057,52.3083, 173.224, -1.61143,41.4237, 161.264, 1.98952,closed
35.4414, 167.711, 74.2759,23.2285, 178.87, 58.7983,5.4457, 195.867, 30.1173,2.0372, 201.333, 6.52135,38.3099, 203.479, 48.4789,18.6549, 211.293, 9.57436,9.90742, 189.96, -0.474426,13.4589, 174.609, 7.97467,52.8179, 201.535, 43.2769,34.9476, 206.907, 2.90954,20.6336, 183.968, -5.80508,19.8606, 167.715, 6.57445,66.8521, 195.56, 39.7528,53.6471, 195.978, 5.56301,35.6245, 171.595, -2.78401,26.2684, 153.293, 0.944112,77.9244, 184.927, 35.7231,69.4842, 188.411, 5.06511,52.3158, 173.197, -1.57095,41.4353, 161.229, 2.01964,closed
35.4717, 167.646, 74.3145,23.2605, 178.82, 58.8469,5.48653, 195.844, 30.1778,2.0678, 201.35, 6.57921,38.3084, 203.437, 48.5463,18.6462, 211.265, 9.64868,9.9178, 189.932, -0.416654,13.4833, 174.577, 8.02026,52.818, 201.51, 43.3427,34.9428, 206.911, 2.9697,20.6433, 183.976, -5.78239,19.8758, 167.704, 6.57266,66.8574, 195.55, 39.8137,53.6517, 195.982, 5.6267,35.6501, 171.588, -2.73924,26.3089, 153.276, 0.970161,77.9391, 184.93, 35.7753,69.4954, 188.431, 5.12118,52.3396, 173.206, -1.5275,41.4676, 161.227, 2.04995,closed
35.5082, 167.596, 74.4038,23.3083, 178.784, 58.9365,5.5641, 195.838, 30.2679,2.15655, 201.409, 6.66631,38.3055, 203.449, 48.7166,18.6835, 211.317, 9.80764,10.0163, 189.986, -0.315322,13.6031, 174.621, 8.0942,52.8268, 201.564, 43.5301,34.9991, 207.025, 3.13294,20.756, 184.087, -5.70843,19.9963, 167.779, 6.59841,66.8842, 195.642, 40.0089,53.7274, 196.116, 5.80736,35.7899, 171.7, -2.63639,26.4808, 153.358, 1.01366,77.9946, 185.055, 35.9641,69.5883, 188.603, 5.30555,52.4727, 173.356, -1.40808,41.6142, 161.347, 2.11124,closed
85.701, 203.148, 67.9906,76.807, 214.975, 50.8372,66.4934, 233.258, 19.6925,68.5618, 241.789, -4.11412,98.2295, 242.912, 53.3307,94.6812, 259.148, 12.9972,89.4892, 240.271, -4.74368,87.5844, 222.544, -1.5193,113.607, 240.714, 53.2595,111.11, 254.699, 11.9657,100.101, 234.308, -7.1948,94.3554, 214.782, -3.15785,127.879, 234.292, 53.6681,128.412, 243.748, 17.1677,114.739, 224.224, -2.65624,104.487, 206.359, -5.68093,139.508, 223.698, 51.5584,143.315, 234.702, 20.8297,130.108, 223.326, 4.98053,118.764, 211.588, 2.49322,closed
85.4103, 203.208, 67.9697,76.5443, 215.043, 50.8071,66.2846, 233.308, 19.6389,68.3493, 241.799, -4.19546,98.1066, 242.914, 53.2965,94.5716, 259.247, 12.9403,89.2541, 240.471, -4.84534,87.2545, 222.758, -1.63234,113.473, 240.639, 53.1955,110.976, 254.685, 11.8914,99.8387, 234.39, -7.27051,94.0085, 214.897, -3.2142,127.714, 234.147, 53.5753,128.218, 243.595, 17.088,114.404, 224.122, -2.6814,104.06, 206.301, -5.65249,139.286, 223.497, 51.4407,143.078, 234.482, 20.7174,129.776, 223.157, 4.91653,118.382, 211.457, 2.48065,closed
85.3566, 203.219, 67.963,76.4968, 215.053, 50.7966,66.2503, 233.311, 19.6211,68.3195, 241.792, -4.21858,98.0799, 242.916, 53.2894,94.5471, 259.269, 12.9294,89.2095, 240.513, -4.86534,87.1945, 222.801, -1.65478,113.445, 240.63, 53.1834,110.946, 254.686, 11.8789,99.7889, 234.407, -7.28237,93.9462, 214.919, -3.22172,127.68, 234.126, 53.5582,128.179, 243.574, 17.0734,114.343, 224.111, -2.68835,103.984, 206.298, -5.65195,139.244, 223.468, 51.4191,143.032, 234.45, 20.698,129.714, 223.132, 4.90594,118.313, 211.438, 2.47933,closed
85.2522, 203.242, 67.95,76.3995, 215.08, 50.783,66.1671, 233.337, 19.6035,68.2373, 241.806, -4.24298,98.0279, 242.922, 53.2756,94.4985, 259.31, 12.9095,89.1222, 240.588, -4.89981,87.0799, 222.882, -1.69109,113.389, 240.612, 53.1599,110.891, 254.691, 11.8529,99.6944, 234.445, -7.30577,93.8283, 214.97, -3.2305,127.615, 234.086, 53.525,128.103, 243.533, 17.0468,114.222, 224.084, -2.69604,103.835, 206.284, -5.64149,139.16, 223.41, 51.377,142.946, 234.392, 20.6557,129.602, 223.097, 4.87062,118.183, 211.418, 2.4504,closed
85.1604, 203.262, 67.9386,76.3129, 215.1, 50.7686,66.0915, 233.347, 19.5817,68.1602, 241.803, -4.27274,97.9822, 242.926, 53.2634,94.4556, 259.347, 12.8918,89.0455, 240.657, -4.92985,86.9803, 222.955, -1.72092,113.34, 240.595, 53.1392,110.842, 254.696, 11.8295,99.6119, 234.48, -7.32652,93.7248, 215.016, -3.23699,127.557, 234.05, 53.4957,128.031, 243.485, 17.0317,114.105, 224.036, -2.67423,103.695, 206.243, -5.58352,139.087, 223.359, 51.34,142.871, 234.341, 20.6183,129.504, 223.066, 4.83879,118.069, 211.402, 2.42363,closed
85.0865, 203.278, 67.9295,76.2436, 215.11, 50.7534,66.0332, 233.342, 19.5548,68.0991, 241.782, -4.30921,97.9454, 242.93, 53.2536,94.4214, 259.378, 12.8769,88.9843, 240.714, -4.95392,86.9009, 223.017, -1.74214,113.301, 240.582, 53.1225,110.804, 254.703, 11.8089,99.5477, 234.514, -7.34636,93.6423, 215.06, -3.24343,127.511, 234.022, 53.4722,127.975, 243.45, 17.017,114.014, 224.004, -2.66464,103.584, 206.219, -5.54986,139.028, 223.318, 51.3102,142.807, 234.296, 20.5918,129.417, 223.031, 4.82639,117.972, 211.374, 2.42694,closed
85.0193, 203.292, 67.9212,76.1801, 215.118, 50.7385,65.9808, 233.331, 19.5272,68.0454, 241.756, -4.34675,97.9119, 242.934, 53.2447,94.3903, 259.409, 12.8617,88.9291, 240.773, -4.9794,86.8296, 223.08, -1.76463,113.265, 240.571, 53.1073,110.77, 254.711, 11.7898,99.4899, 234.548, -7.36322,93.5702, 215.104, -3.24417,127.468, 233.996, 53.4507,127.924, 243.418, 17.0031,113.932, 223.976, -2.65705,103.484, 206.199, -5.52021,138.974, 223.281, 51.2831,142.747, 234.254, 20.569,129.335, 222.996, 4.81929,117.882, 211.344, 2.43729,closed
84.9296, 203.299, 67.9083,76.0988, 215.12, 50.7181,65.9181, 233.315, 19.4926,67.9899, 241.719, -4.39109,97.873, 242.925, 53.2365,94.3561, 259.444, 12.8482,88.8609, 240.846, -5.00839,86.7417, 223.159, -1.79239,113.222, 240.54, 53.091,110.734, 254.715, 11.7685,99.4201, 234.593, -7.38777,93.4771, 215.162, -3.25287,127.416, 233.944, 53.4255,127.865, 243.372, 16.9841,113.833, 223.948, -2.66253,103.359, 206.184, -5.51045,138.906, 223.213, 51.2491,142.668, 234.178, 20.5471,129.221, 222.926, 4.82764,117.753, 211.281, 2.47918,closed
84.7565, 203.305, 67.789,75.9499, 215.136, 50.5929,65.8161, 233.343, 19.3602,67.9248, 241.746, -4.52001,97.7485, 242.933, 53.1649,94.2801, 259.498, 12.7867,88.7842, 240.928, -5.08897,86.6504, 223.242, -1.87951,113.096, 240.534, 53.0299,110.657, 254.755, 11.7158,99.3432, 234.665, -7.46352,93.3812, 215.24, -3.33567,127.283, 233.925, 53.3702,127.768, 243.378, 16.9438,113.731, 223.975, -2.71618,103.244, 206.219, -5.57082,138.765, 223.185, 51.1934,142.557, 234.169, 20.5103,129.107, 222.934, 4.78339,117.634, 211.296, 2.43156,closed
84.5391, 203.308, 67.6153,75.7621, 215.154, 50.4142,65.6825, 233.381, 19.1772,67.8381, 241.787, -4.69561,97.5943, 242.939, 53.0562,94.1874, 259.568, 12.6931,88.69, 241.033, -5.20443,86.5388, 223.351, -1.99744,112.939, 240.522, 52.9341,110.562, 254.796, 11.6363,99.2494, 234.742, -7.54627,93.2718, 215.332, -3.38712,127.118, 233.895, 53.2805,127.642, 243.375, 16.8827,113.593, 223.986, -2.77883,103.092, 206.238, -5.6294,138.588, 223.144, 51.1018,142.417, 234.155, 20.4452,128.962, 222.942, 4.71198,117.481, 211.311, 2.36087,closed
84.3816, 203.32, 67.48,75.6247, 215.174, 50.2746,65.5807, 233.411, 19.032,67.7673, 241.809, -4.83825,97.5003, 242.942, 52.9533,94.139, 259.607, 12.596,88.6281, 241.097, -5.30885,86.4571, 223.42, -2.09306,112.842, 240.503, 52.8383,110.508, 254.799, 11.5518,99.1844, 234.761, -7.60112,93.1955, 215.373, -3.37664,127.011, 233.857, 53.1886,127.557, 243.331, 16.8178,113.479, 223.938, -2.81079,102.958, 206.195, -5.62276,138.468, 223.091, 51.0097,142.318, 234.103, 20.3736,128.844, 222.899, 4.65411,117.35, 211.277, 2.3226,closed
84.2226, 203.389, 67.3604,75.4654, 215.216, 50.1361,65.4279, 233.399, 18.8623,67.6427, 241.742, -5.01849,97.3651, 242.99, 52.7966,94.023, 259.611, 12.4232,88.5115, 241.08, -5.43246,86.3401, 223.419, -2.1429,112.705, 240.543, 52.6883,110.389, 254.783, 11.3929,99.0658, 234.715, -7.68611,93.0833, 215.351, -3.3553,126.872, 233.89, 53.0492,127.414, 243.288, 16.6989,113.313, 223.827, -2.83489,102.789, 206.072, -5.5481,138.323, 223.116, 50.8843,142.18, 234.087, 20.2452,128.697, 222.862, 4.55199,117.202, 211.235, 2.25144,closed
84.0987, 203.442, 67.2601,75.321, 215.224, 50.0157,65.2616, 233.324, 18.7047,67.492, 241.592, -5.19472,97.2476, 243.017, 52.6316,93.8988, 259.564, 12.2385,88.3832, 240.993, -5.54241,86.222, 223.353, -2.15311,112.587, 240.566, 52.5234,110.259, 254.691, 11.2294,98.9305, 234.543, -7.69813,92.9692, 215.221, -3.17603,126.752, 233.91, 52.8913,127.274, 243.222, 16.5487,113.151, 223.694, -2.89114,102.626, 205.925, -5.50811,138.2, 223.13, 50.7405,142.038, 234.037, 20.0973,128.535, 222.767, 4.45943,117.042, 211.127, 2.22035,closed
84.0563, 203.296, 67.4057,75.2192, 215.053, 50.1749,65.056, 233.104, 18.8706,67.2237, 241.319, -5.04773,97.1905, 242.843, 52.6895,93.7186, 259.356, 12.2871,88.1273, 240.777, -5.45341,85.9659, 223.146, -2.02742,112.527, 240.378, 52.5318,110.075, 254.462, 11.2284,98.6666, 234.307, -7.62531,92.7036, 215.004, -3.03289,126.687, 233.709, 52.8586,127.084, 242.958, 16.5227,112.866, 223.389, -2.79786,102.32, 205.617, -5.30528,138.119, 222.917, 50.6805,141.853, 233.778, 20.0216,128.277, 222.488, 4.46544,116.768, 210.848, 2.30681,closed
83.9556, 203.152, 67.5428,75.0732, 214.884, 50.3181,64.834, 232.885, 19.0116,66.9637, 241.045, -4.92333,97.0799, 242.672, 52.746,93.5156, 259.143, 12.3318,87.8679, 240.549, -5.36471,85.7092, 222.927, -1.89467,112.415, 240.196, 52.5521,109.87, 254.238, 11.2352,98.4012, 234.073, -7.5619,92.4359, 214.785, -2.91786,126.571, 233.518, 52.8508,126.872, 242.704, 16.5184,112.583, 223.095, -2.70126,102.021, 205.32, -5.1156,137.989, 222.715, 50.6565,141.642, 233.525, 19.9862,128.008, 222.208, 4.5046,116.489, 210.565, 2.41907,closed
83.8416, 203.034, 67.6739,74.9017, 214.716, 50.4449,64.5696, 232.628, 19.1206,66.6622, 240.713, -4.83557,96.9174, 242.527, 52.7632,93.2622, 258.91, 12.319,87.5887, 240.277, -5.31778,85.4511, 222.666, -1.78806,112.253, 240.058, 52.5435,109.62, 254.012, 11.1981,98.1238, 233.805, -7.52953,92.1754, 214.528, -2.82137,126.413, 233.387, 52.828,126.628, 242.476, 16.4878,112.301, 222.796, -2.62462,101.745, 205.004, -4.94039,137.831, 222.585, 50.6341,141.411, 233.322, 19.9387,127.745, 221.954, 4.52585,116.231, 210.294, 2.50914,closed
83.6828, 202.916, 67.7342,74.7129, 214.557, 50.4929,64.3349, 232.39, 19.1408,66.4122, 240.4, -4.83714,96.7631, 242.368, 52.717,93.0658, 258.663, 12.2392,87.3606, 239.995, -5.34155,85.2223, 222.397, -1.75443,112.097, 239.889, 52.4836,109.423, 253.747, 11.11,97.8928, 233.503, -7.53851,91.9415, 214.249, -2.74582,126.253, 233.21, 52.7655,126.412, 242.181, 16.4324,112.034, 222.42, -2.55119,101.468, 204.62, -4.75007,137.663, 222.396, 50.5819,141.199, 233.051, 19.8679,127.497, 221.639, 4.52374,115.979, 209.971, 2.57745,closed
83.253, 202.7, 67.7314,74.2872, 214.318, 50.4726,63.9111, 232.088, 19.0857,65.985, 240.009, -4.9189,96.4563, 242.06, 52.5831,92.76, 258.256, 12.0634,86.9626, 239.562, -5.44993,84.77, 221.984, -1.7957,111.78, 239.525, 52.3349,109.099, 253.266, 10.9291,97.4703, 233.003, -7.61605,91.4603, 213.797, -2.71501,125.912, 232.795, 52.6156,126.017, 241.58, 16.3222,111.502, 221.711, -2.4163,100.878, 203.917, -4.37313,137.279, 221.933, 50.4466,140.793, 232.467, 19.7158,127.01, 221.033, 4.46644,115.45, 209.391, 2.61594,closed
82.7112, 202.449, 67.8555,73.7449, 214.04, 50.5786,63.3452, 231.715, 19.1468,65.3774, 239.478, -4.90702,96.163, 241.624, 52.4454,92.417, 257.642, 11.8578,86.3937, 238.906, -5.52713,84.081, 221.37, -1.75939,111.465, 238.964, 52.1432,108.712, 252.501, 10.6835,96.8407, 232.226, -7.67162,90.7034, 213.108, -2.59529,125.544, 232.122, 52.397,125.538, 240.672, 16.0968,110.76, 220.764, -2.38378,99.9861, 203.037, -4.11404,136.813, 221.157, 50.2347,140.249, 231.475, 19.4626,126.28, 220.032, 4.39981,114.628, 208.455, 2.73447,closed
82.2094, 202.197, 67.9292,73.241, 213.768, 50.6404,62.8223, 231.376, 19.178,64.8299, 239.022, -4.90879,95.8452, 241.238, 52.3437,92.0699, 257.141, 11.7119,85.8848, 238.384, -5.58514,83.4846, 220.877, -1.73837,111.13, 238.486, 52.0045,108.333, 251.891, 10.5089,96.2883, 231.619, -7.71772,90.0568, 212.565, -2.52109,125.169, 231.563, 52.2394,125.087, 239.952, 15.9399,110.12, 220.025, -2.35906,99.24, 202.347, -3.93195,136.367, 220.524, 50.0809,139.749, 230.692, 19.2865,125.645, 219.245, 4.36044,113.925, 207.718, 2.83087,closed
81.7277, 201.944, 67.9587,72.7268, 213.474, 50.6594,62.2489, 230.997, 19.1703,64.2196, 238.551, -4.94367,95.4198, 240.912, 52.2412,91.5923, 256.719, 11.5752,85.3274, 237.933, -5.65423,82.8992, 220.444, -1.74534,110.698, 238.124, 51.876,107.842, 251.422, 10.353,95.7124, 231.127, -7.77734,89.4506, 212.109, -2.49026,124.721, 231.168, 52.0985,124.566, 239.432, 15.8032,109.498, 219.454, -2.35443,98.575, 201.793, -3.80767,135.889, 220.098, 49.9447,139.208, 230.157, 19.1371,125.026, 218.673, 4.32083,113.284, 207.154, 2.90152,closed
81.186, 201.679, 68.008,72.1461, 213.142, 50.6839,61.6017, 230.538, 19.1482,63.5481, 237.976, -4.99524,94.896, 240.58, 52.1396,91.0222, 256.258, 11.4264,84.7116, 237.422, -5.72626,82.2744, 219.952, -1.74514,110.17, 237.775, 51.7601,107.267, 250.935, 10.1976,95.0883, 230.592, -7.83505,88.8139, 211.605, -2.45531,124.186, 230.804, 51.9842,123.973, 238.922, 15.6832,108.844, 218.87, -2.3382,97.9002, 201.212, -3.67512,135.339, 219.715, 49.85,138.606, 229.652, 19.0201,124.376, 218.11, 4.30153,112.626, 206.588, 2.97986,closed
80.5565, 201.236, 68.1083,71.4949, 212.608, 50.7358,60.9043, 229.816, 19.1142,62.8197, 237.06, -5.0834,94.3921, 239.971, 51.9456,90.4764, 255.391, 11.1416,84.042, 236.465, -5.85147,81.5501, 219.039, -1.72049,109.653, 237.097, 51.545,106.699, 249.997, 9.90122,94.3861, 229.591, -7.96402,88.0424, 210.67, -2.43669,123.639, 230.067, 51.7789,123.322, 237.85, 15.5088,108.016, 217.622, -2.12641,97.01, 199.979, -3.09633,134.738, 218.916, 49.6894,137.959, 228.626, 18.794,123.634, 217.037, 4.20627,111.838, 205.548, 3.00624,closed
80.1725, 200.983, 68.1687,71.0777, 212.3, 50.7783,60.4243, 229.398, 19.1189,62.2996, 236.527, -5.11015,94.071, 239.619, 51.8265,90.1041, 254.888, 10.9735,83.5877, 235.91, -5.91788,81.0707, 218.511, -1.69155,109.324, 236.705, 51.4043,106.314, 249.448, 9.71791,93.9126, 229.002, -8.0296,87.5332, 210.126, -2.39535,123.293, 229.641, 51.6354,122.882, 237.211, 15.4029,107.456, 216.856, -1.94451,96.421, 199.22, -2.63356,134.359, 218.454, 49.5654,137.524, 228.023, 18.6407,123.127, 216.392, 4.16043,111.31, 204.915, 3.06153,closed
79.8258, 200.732, 68.3041,70.6437, 211.978, 50.9131,59.8393, 228.937, 19.2334,61.6306, 235.932, -5.03125,93.7262, 239.276, 51.7459,89.6245, 254.377, 10.8469,83.0134, 235.335, -5.9233,80.4941, 217.964, -1.58947,108.972, 236.334, 51.277,105.825, 248.902, 9.55084,93.3224, 228.399, -8.04063,86.9352, 209.57, -2.26672,122.93, 229.247, 51.4839,122.379, 236.635, 15.2489,106.838, 216.198, -1.88896,95.7745, 198.573, -2.39928,133.969, 218.033, 49.4182,137.015, 227.453, 18.4572,122.531, 215.762, 4.11977,110.704, 204.283, 3.15818,closed
79.5497, 200.516, 68.4016,70.2928, 211.718, 51.0219,59.3608, 228.59, 19.3423,61.0864, 235.492, -4.9443,93.4625, 238.996, 51.7039,89.2598, 253.997, 10.7812,82.5694, 234.92, -5.90703,80.0444, 217.569, -1.50041,108.702, 236.028, 51.1965,105.45, 248.479, 9.45539,92.8621, 227.939, -8.00821,86.4664, 209.15, -2.11582,122.649, 228.919, 51.3792,121.992, 236.199, 15.1435,106.359, 215.722, -1.85943,95.2673, 198.112, -2.25903,133.664, 217.681, 49.3086,136.623, 227.011, 18.3237,122.071, 215.294, 4.07933,110.234, 203.819, 3.20268,closed
79.3535, 200.369, 68.4674,70.0347, 211.543, 51.1023,58.9982, 228.358, 19.4315,60.6781, 235.194, -4.86663,93.2725, 238.807, 51.6789,88.9985, 253.745, 10.7427,82.2549, 234.645, -5.88886,79.7289, 217.309, -1.43059,108.508, 235.822, 51.1445,105.183, 248.201, 9.39385,92.5384, 227.639, -7.98535,86.1368, 208.879, -2.01279,122.448, 228.698, 51.3095,121.72, 235.914, 15.0696,106.026, 215.42, -1.8547,94.9149, 197.82, -2.19131,133.446, 217.445, 49.2339,136.331, 226.706, 18.2484,121.724, 214.951, 4.09811,109.891, 203.465, 3.3106,closed
79.1839, 200.22, 68.5074,69.8104, 211.38, 51.1628,58.6823, 228.166, 19.5111,60.3169, 234.965, -4.79401,93.1028, 238.635, 51.6658,88.764, 253.545, 10.7281,81.9766, 234.437, -5.86682,79.453, 217.109, -1.37477,108.335, 235.637, 51.1056,104.944, 247.975, 9.35844,92.2516, 227.399, -7.95171,85.8493, 208.662, -1.91277,122.269, 228.502, 51.2502,121.478, 235.686, 15.0125,105.734, 215.185, -1.85685,94.6077, 197.594, -2.15224,133.255, 217.239, 49.1627,136.081, 226.468, 18.1748,121.434, 214.701, 4.079,109.603, 203.209, 3.3392,closed
78.9368, 200.053, 68.5432,69.5057, 211.195, 51.2186,58.2864, 227.946, 19.5836,59.8803, 234.701, -4.72992,92.848, 238.447, 51.6483,88.4391, 253.333, 10.7083,81.6088, 234.219, -5.85437,79.0875, 216.899, -1.3335,108.077, 235.439, 51.0607,104.613, 247.736, 9.31906,91.8748, 227.143, -7.91687,85.4799, 208.428, -1.8062,122.007, 228.296, 51.1833,121.15, 235.455, 14.9425,105.36, 214.952, -1.88167,94.2221, 197.368, -2.14251,132.981, 217.024, 49.0823,135.748, 226.227, 18.0878,121.064, 214.451, 4.03687,109.235, 202.955, 3.33336,closed
78.7386, 199.88, 68.5842,69.2536, 211.012, 51.2826,57.9502, 227.738, 19.6688,59.5133, 234.454, -4.64952,92.6527, 238.256, 51.6523,88.1824, 253.134, 10.7154,81.3069, 234.022, -5.82393,78.7828, 216.709, -1.28274,107.878, 235.235, 51.0382,104.346, 247.509, 9.30582,91.5623, 226.912, -7.86831,85.1751, 208.215, -1.69776,121.802, 228.079, 51.1379,120.886, 235.226, 14.898,105.046, 214.73, -1.88867,93.8924, 197.156, -2.12255,132.762, 216.797, 49.0206,135.472, 225.982, 18.0273,120.749, 214.2, 4.02472,108.923, 202.699, 3.36279,closed
78.5475, 199.711, 68.6222,69.0147, 210.838, 51.3437,57.6359, 227.548, 19.7524,59.1675, 234.234, -4.57003,92.4773, 238.07, 51.6643,87.9597, 252.949, 10.7323,81.0392, 233.843, -5.78944,78.5072, 216.536, -1.23265,107.698, 235.032, 51.0272,104.115, 247.3, 9.30202,91.2841, 226.709, -7.8305,84.8945, 208.027, -1.62033,121.614, 227.861, 51.1064,120.65, 235.004, 14.8675,104.763, 214.523, -1.89194,93.5891, 196.961, -2.10662,132.559, 216.567, 48.9736,135.219, 225.737, 17.9874,120.457, 213.95, 4.03346,108.634, 202.443, 3.41367,closed
78.3691, 199.545, 68.6645,68.7872, 210.666, 51.4093,57.3307, 227.36, 19.8409,58.8413, 234.007, -4.48252,92.3156, 237.887, 51.6806,87.7542, 252.765, 10.7527,80.7903, 233.665, -5.75157,78.2501, 216.364, -1.17921,107.532, 234.832, 51.0219,103.902, 247.1, 9.29899,91.0252, 226.522, -7.81142,84.6259, 207.849, -1.58599,121.441, 227.647, 51.082,120.432, 234.785, 14.8438,104.497, 214.318, -1.88905,93.3046, 196.768, -2.08489,132.371, 216.34, 48.935,134.985, 225.496, 17.9536,120.186, 213.707, 4.04174,108.366, 202.195, 3.45636,closed
78.2353, 199.421, 68.6963,68.6013, 210.521, 51.4566,57.0692, 227.172, 19.8983,58.5786, 233.758, -4.42698,92.1943, 237.75, 51.6929,87.5998, 252.628, 10.7679,80.6036, 233.532, -5.72227,78.058, 216.236, -1.13644,107.408, 234.683, 51.0179,103.742, 246.951, 9.29608,90.8315, 226.384, -7.7987,84.425, 207.718, -1.56212,121.311, 227.486, 51.0636,120.266, 234.617, 14.8294,104.295, 214.157, -1.8776,93.0882, 196.616, -2.05565,132.229, 216.171, 48.9061,134.815, 225.321, 17.9219,119.993, 213.54, 4.02784,108.17, 202.029, 3.45423,closed
78.0973, 199.33, 68.7378,68.4109, 210.391, 51.5025,56.8053, 226.969, 19.9383,58.3182, 233.475, -4.39361,92.0613, 237.642, 51.7013,87.4375, 252.504, 10.7712,80.4161, 233.406, -5.70347,77.8655, 216.115, -1.1042,107.273, 234.566, 51.0138,103.577, 246.819, 9.28583,90.6402, 226.256, -7.7898,84.2297, 207.597, -1.53687,121.172, 227.361, 51.0505,120.096, 234.472, 14.8157,104.098, 214.009, -1.86272,92.8806, 196.474, -2.02061,132.082, 216.039, 48.8888,134.637, 225.167, 17.9048,119.793, 213.375, 4.04388,107.977, 201.857, 3.49751,closed
77.968, 199.217, 68.7654,68.234, 210.242, 51.5339,56.5578, 226.756, 19.9657,58.0699, 233.196, -4.36987,91.9286, 237.522, 51.7097,87.2752, 252.38, 10.779,80.2351, 233.284, -5.687,77.6836, 215.995, -1.08031,107.139, 234.442, 51.0102,103.415, 246.702, 9.27471,90.4614, 226.152, -7.79762,84.0509, 207.497, -1.53781,121.035, 227.233, 51.0367,119.931, 234.336, 14.8027,103.912, 213.873, -1.85705,92.6897, 196.341, -2.00255,131.94, 215.908, 48.8681,134.463, 225.024, 17.8886,119.602, 213.219, 4.05746,107.798, 201.687, 3.53451,closed
77.837, 199.12, 68.7862,68.0705, 210.107, 51.5488,56.3487, 226.553, 19.9651,57.8715, 232.927, -4.37512,91.8005, 237.418, 51.7168,87.1322, 252.273, 10.7842,80.0789, 233.179, -5.67585,77.5248, 215.892, -1.06292,107.009, 234.333, 51.0105,103.271, 246.592, 9.27149,90.3042, 226.048, -7.79456,83.8918, 207.397, -1.52782,120.904, 227.121, 51.0317,119.784, 234.215, 14.7982,103.75, 213.753, -1.84882,92.5222, 196.224, -1.98606,131.805, 215.791, 48.8599,134.308, 224.897, 17.8849,119.435, 213.082, 4.07552,107.642, 201.538, 3.56912,closed
