@RELATION hand

@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE class {open, closed, claw}

(96.9193, 202.247, 46.3149),(94.9749, 208.269, 13.7929),(87.4777, 191.376, 6.61903),(86.1677, 180.255, 17.9599), closed
(54.023, 169.055, 71.9025),(41.5801, 175.05, 53.9814),(27.2166, 184.344, 21.0848),(29.0778, 188.793, -3.73485), closed
(51.455, 207.137, 49.7381),(40.9095, 211.732, 9.36661),(43.3304, 189.265, 0.546784),(49.7701, 177.494, 12.3488), closed
(66.6141, 210.132, 48.3438),(58.0421, 212.464, 7.54434),(55.039, 186.256, -0.545004),(57.5848, 172.114, 14.0604), closed
(82.2044, 208.951, 48.2241),(77.746, 211.263, 10.5721),(72.0819, 186.995, 3.0538),(71.526, 172.933, 17.4363), closed
(96.6246, 202.572, 46.6018),(94.6455, 208.612, 14.0916),(87.2096, 191.691, 6.90846),(85.9441, 180.55, 18.2364), closed
(53.9509, 169.326, 72.2159),(41.4245, 175.299, 54.3454),(26.9327, 184.582, 21.508),(28.7333, 189.069, -3.30622), closed
(51.1866, 207.417, 50.09),(40.5674, 211.972, 9.77135),(43.0829, 189.499, 0.970547),(49.5915, 177.753, 12.765), closed
(66.3307, 210.475, 48.6712),(57.6779, 212.797, 7.89984),(54.7699, 186.575, -0.194692),(57.3996, 172.43, 14.3949), closed
(81.9255, 209.359, 48.5224),(77.3928, 211.66, 10.9044),(71.8065, 187.353, 3.40086),(71.3123, 173.269, 17.7708), closed
(96.3688, 203.041, 46.8685),(94.3012, 209.051, 14.411),(86.9175, 192.064, 7.28518),(85.7129, 180.914, 18.6197), closed
(53.8002, 169.645, 72.393),(41.2001, 175.592, 54.5661),(26.6014, 184.864, 21.7795),(28.3465, 189.395, -3.03224), closed
(50.8332, 207.747, 50.3122),(40.1492, 212.275, 10.0347),(42.7663, 189.806, 1.23692),(49.3439, 178.082, 13.0198), closed
(65.9615, 210.875, 48.8753),(57.246, 213.172, 8.14772),(54.4525, 186.925, 0.0714166),(57.1684, 172.788, 14.6566), closed
(81.5608, 209.829, 48.7032),(76.967, 212.097, 11.1446),(71.4803, 187.749, 3.71859),(71.0645, 173.702, 18.1312), closed
(96.0301, 203.577, 47.022),(93.8876, 209.591, 14.5928),(86.5659, 192.559, 7.48003),(85.4185, 181.387, 18.8034), closed
(53.5396, 169.965, 72.6968),(40.8897, 175.937, 54.9133),(26.2275, 185.278, 22.182),(27.9447, 189.901, -2.6171), closed
(50.4289, 208.117, 50.7225),(39.7316, 212.696, 10.4799),(42.4413, 190.245, 1.64835),(49.0636, 178.519, 13.407), closed
(65.5453, 211.304, 49.291),(56.8246, 213.621, 8.6322),(54.1423, 187.343, 0.573232),(56.9177, 173.202, 15.1506), closed
(81.1483, 210.315, 49.1128),(76.5392, 212.544, 11.6848),(71.1458, 188.124, 4.39813),(70.7859, 174.121, 18.8699), closed
(95.6399, 204.121, 47.4112),(93.4641, 210.175, 15.036),(86.2005, 193.101, 7.92689),(85.0941, 181.899, 19.2313), closed
(51.1813, 169.278, 73.2285),(38.6742, 176.042, 55.6286),(24.251, 186.612, 23.1734),(26.0943, 191.826, -1.50102), closed
(49.0629, 208.046, 52.2365),(38.4925, 213.897, 12.1611),(40.6277, 191.592, 2.7975),(46.944, 179.408, 14.2608), closed
(64.2571, 210.872, 50.8719),(55.6004, 214.368, 10.3724),(52.2541, 188.33, 1.77516),(54.6775, 173.8, 16.0396), closed
(79.8289, 209.481, 50.6532),(75.2671, 212.698, 13.3791),(69.2312, 188.558, 5.59782),(68.4994, 174.236, 19.7512), closed
(94.1529, 202.955, 48.7801),(92.1065, 209.734, 16.7025),(84.3987, 192.928, 9.3774),(83.0307, 181.546, 20.4908), closed
(49.4761, 169.829, 73.9118),(36.9536, 176.772, 56.3931),(22.5197, 187.644, 24.0503),(24.3574, 193.048, -0.587049), closed
(47.4384, 208.759, 53.2148),(36.8451, 214.923, 13.2125),(38.9176, 192.67, 3.70113),(45.2142, 180.387, 15.0725), closed
(62.6386, 211.554, 51.8529),(53.96, 215.271, 11.492),(50.564, 189.235, 2.86099),(52.9819, 174.645, 17.0781), closed
(78.2062, 210.122, 51.6048),(73.6085, 213.6, 14.3917),(67.4964, 189.514, 6.48373),(66.7386, 175.103, 20.5496), closed
(92.5101, 203.572, 49.6653),(90.4419, 210.584, 17.6536),(82.68, 193.844, 10.2291),(81.2971, 182.388, 21.2651), closed
(49.0792, 171.055, 74.3237),(36.28, 177.805, 56.9297),(21.3892, 188.435, 24.7232),(22.934, 193.829, 0.0609632), closed
(46.3003, 209.918, 53.5843),(35.2854, 215.786, 13.741),(37.627, 193.5, 4.36441),(44.2041, 181.379, 15.759), closed
(61.4463, 212.923, 52.0741),(52.3489, 216.371, 11.8633),(49.2608, 190.221, 3.41309),(52.0295, 175.72, 17.6673), closed
(77.0294, 211.708, 51.6808),(72.0324, 215.037, 14.5258),(66.1839, 190.841, 6.74391),(65.7588, 176.454, 20.8515), closed
(91.4048, 205.356, 49.6164),(88.9364, 212.285, 17.6126),(81.339, 195.426, 10.2839),(80.2182, 183.965, 21.3462), closed
(48.5086, 172.177, 74.6426),(35.466, 178.774, 57.371),(20.2233, 189.204, 25.2907),(21.5591, 194.582, 0.600372), closed
(45.11, 210.944, 53.8168),(33.7892, 216.468, 14.1262),(36.3929, 194.126, 4.94679),(43.2004, 182.186, 16.4078), closed
(60.2072, 214.126, 52.187),(50.7761, 217.343, 12.0417),(47.9442, 191.127, 3.69376),(50.9938, 176.699, 17.9661), closed
(75.8006, 213.098, 51.6826),(70.4931, 216.235, 14.5804),(64.8783, 191.928, 6.94004),(64.7232, 177.579, 21.0964), closed
(90.236, 206.914, 49.5302),(87.4531, 213.749, 17.5024),(79.9992, 196.794, 10.2284),(79.0799, 185.323, 21.2965), closed
(48.4089, 172.425, 74.6985),(35.3064, 178.997, 57.4629),(19.9913, 189.394, 25.4182),(21.2968, 194.768, 0.721786), closed
(44.8795, 211.163, 53.8412),(33.5009, 216.588, 14.1921),(36.1676, 194.225, 5.08066),(43.0238, 182.336, 16.5693), closed
(59.966, 214.382, 52.1846),(50.4645, 217.533, 12.0547),(47.6873, 191.299, 3.74087),(50.797, 176.893, 18.023), closed
(75.5611, 213.393, 51.6568),(70.1878, 216.479, 14.5615),(64.6218, 192.148, 6.95414),(64.5233, 177.811, 21.1232), closed
(90.0087, 207.243, 49.4876),(87.1602, 214.058, 17.4426),(79.7333, 197.088, 10.1662),(78.8486, 185.606, 21.2254), closed
(48.3569, 172.681, 74.7436),(35.1829, 179.254, 57.5627),(19.8037, 189.653, 25.5721),(21.1057, 195.035, 0.872373), closed
(44.6946, 211.387, 53.8497),(33.2682, 216.68, 14.2689),(36.014, 194.276, 5.26905),(42.9218, 182.454, 16.8035), closed
(59.7701, 214.642, 52.1634),(50.1925, 217.718, 12.0536),(47.4693, 191.462, 3.78279),(50.642, 177.081, 18.0773), closed
(75.3667, 213.691, 51.6096),(69.9224, 216.728, 14.5148),(64.3998, 192.377, 6.93104),(64.3528, 178.045, 21.1064), closed
(89.8259, 207.575, 49.4221),(86.9095, 214.393, 17.3353),(79.5016, 197.424, 10.0147),(78.6371, 185.909, 21.038), closed
(48.3846, 172.814, 74.7732),(35.1693, 179.404, 57.6308),(19.7632, 189.823, 25.6771),(21.063, 195.21, 0.970409), closed
(44.6791, 211.497, 53.8443),(33.2296, 216.7, 14.3118),(36.0046, 194.262, 5.39875),(42.933, 182.482, 16.9698), closed
